vidId,frameNum,timestamp,detectedObjId,detectedObjClass,confidence,bbox info
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,55,2.293958205343014,6,bus,0.7992035150527954,"[75.0649185180664, 41.20734786987305, 607.2515869140625, 599.3101806640625]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,60,2.502499860374197,7,train,0.9183522462844849,"[57.90859603881836, 11.423388481140137, 640.0, 609.5908203125]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,65,2.71104151540538,7,train,0.9498416185379028,"[28.584814071655273, 28.275854110717773, 635.1784057617188, 639.0234375]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,70,2.9195831704365633,6,bus,0.6531410813331604,"[0.0, 16.739770889282227, 632.1354370117188, 623.4694213867188]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,75,3.1281248254677463,47,banana,0.5367240905761719,"[257.2503662109375, 338.1306457519531, 340.2615661621094, 460.0924987792969]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,85,3.5452081355301126,6,bus,0.6029248833656311,"[12.470361709594727, 14.878247261047363, 632.8915405273438, 582.95556640625]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,90,3.7537497905612955,3,car,0.5858518481254578,"[20.3065242767334, 520.966552734375, 173.05259704589844, 640.0]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,90,3.7537497905612955,6,bus,0.5341739654541016,"[25.253173828125, 0.0, 624.4324951171875, 634.1015014648438]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,115,4.796458065717211,1,person,0.9986043572425842,"[80.8727798461914, 81.9458999633789, 534.1046752929688, 631.2621459960938]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,115,4.796458065717211,77,scissors,0.9107467532157898,"[246.57595825195312, 495.9772033691406, 283.9477844238281, 571.848876953125]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,120,5.004999720748394,1,person,0.9989812970161438,"[67.5239486694336, 84.1358413696289, 523.4699096679688, 631.998046875]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,125,5.213541375779577,1,person,0.9989104270935059,"[77.08796691894531, 80.4620361328125, 529.5359497070312, 626.8412475585938]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,130,5.42208303081076,1,person,0.9986557960510254,"[81.72808074951172, 81.606201171875, 537.0582885742188, 630.3842163085938]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,130,5.42208303081076,77,scissors,0.6743570566177368,"[198.6419219970703, 474.272216796875, 239.75735473632812, 553.0902709960938]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,135,5.630624685841943,1,person,0.9988580942153931,"[85.12957000732422, 86.6409683227539, 517.5868530273438, 633.2559814453125]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,135,5.630624685841943,77,scissors,0.7719073295593262,"[187.3802490234375, 472.07452392578125, 230.6697998046875, 554.8263549804688]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,140,5.839166340873127,1,person,0.998640239238739,"[85.696044921875, 74.9451904296875, 520.1063842773438, 624.4467163085938]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,145,6.047707995904309,1,person,0.9980389475822449,"[97.22576141357422, 74.0984115600586, 535.6233520507812, 631.5081176757812]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,150,6.256249650935493,1,person,0.9983322024345398,"[97.08052062988281, 77.1446304321289, 527.6858520507812, 635.8231201171875]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,150,6.256249650935493,77,scissors,0.9479175806045532,"[188.22386169433594, 494.59307861328125, 233.0447998046875, 578.740234375]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,155,6.464791305966676,1,person,0.9985594153404236,"[93.187744140625, 76.84758758544922, 520.0382690429688, 628.23779296875]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,160,6.673332960997858,1,person,0.9985077977180481,"[92.8464126586914, 81.41887664794922, 526.88623046875, 628.8956909179688]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,165,6.881874616029042,1,person,0.9985503554344177,"[92.14934539794922, 82.4744873046875, 526.0819702148438, 629.29931640625]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,170,7.090416271060225,1,person,0.9983635544776917,"[99.43550109863281, 76.32136535644531, 530.4371948242188, 631.0900268554688]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,175,7.298957926091408,1,person,0.9979686141014099,"[96.30036926269531, 73.2156982421875, 541.2760620117188, 633.9515991210938]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,175,7.298957926091408,77,scissors,0.6113313436508179,"[198.66729736328125, 497.5050964355469, 240.24656677246094, 574.0834350585938]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,180,7.507499581122591,1,person,0.9986321330070496,"[94.2200927734375, 79.8119888305664, 545.8186645507812, 630.2260131835938]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,180,7.507499581122591,58,couch,0.5066655874252319,"[198.4586639404297, 498.36285400390625, 240.2967071533203, 582.7819213867188]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,180,7.507499581122591,77,scissors,0.5024456977844238,"[198.75906372070312, 500.5855407714844, 239.98728942871094, 575.9659423828125]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,185,7.7160412361537745,1,person,0.9986754059791565,"[95.40364074707031, 79.897216796875, 553.6578369140625, 629.7901000976562]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,190,7.924582891184957,1,person,0.9987049102783203,"[91.2824935913086, 91.29875946044922, 556.5338745117188, 634.1217041015625]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,195,8.13312454621614,1,person,0.9986438155174255,"[91.89656066894531, 90.990234375, 555.0323486328125, 632.2721557617188]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,195,8.13312454621614,77,scissors,0.5787268280982971,"[205.7018280029297, 486.72705078125, 245.7967071533203, 563.3564453125]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,200,8.341666201247323,1,person,0.9989728927612305,"[89.3121566772461, 85.62690734863281, 541.0355834960938, 632.5244750976562]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,200,8.341666201247323,77,scissors,0.7285493016242981,"[188.4579620361328, 460.75689697265625, 230.1837921142578, 545.7738647460938]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,205,8.550207856278506,1,person,0.9987421631813049,"[97.6089859008789, 88.5261459350586, 524.1920776367188, 632.7637939453125]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,210,8.75874951130969,1,person,0.9984005093574524,"[87.7326431274414, 83.2885513305664, 526.6627807617188, 631.3951416015625]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,215,8.967291166340873,1,person,0.99824059009552,"[89.3054428100586, 83.57568359375, 525.8668823242188, 631.2696533203125]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,220,9.175832821372056,1,person,0.9988623857498169,"[81.66399383544922, 91.4943618774414, 528.9978637695312, 633.8041381835938]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,225,9.384374476403238,1,person,0.9985093474388123,"[80.656005859375, 90.3973388671875, 531.6242065429688, 634.6755981445312]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,230,9.592916131434421,1,person,0.9985262155532837,"[80.1038818359375, 89.82341766357422, 528.3661499023438, 636.0891723632812]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,235,9.801457786465605,1,person,0.9985207915306091,"[94.50166320800781, 91.9073715209961, 510.1481018066406, 635.2778930664062]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,240,10.009999441496788,1,person,0.643640398979187,"[178.9237518310547, 48.25261306762695, 481.33868408203125, 624.3048095703125]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,245,10.218541096527971,1,person,0.8607500195503235,"[40.23649978637695, 177.4599609375, 190.4763641357422, 628.3703002929688]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,245,10.218541096527971,37,skateboard,0.7491068840026855,"[304.4430847167969, 158.60610961914062, 356.88262939453125, 204.78575134277344]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,245,10.218541096527971,1,person,0.6860992908477783,"[90.03768157958984, 175.3651123046875, 317.424072265625, 627.8933715820312]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,245,10.218541096527971,3,car,0.5485281348228455,"[566.9059448242188, 517.1300659179688, 639.8668823242188, 633.7813720703125]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,250,10.427082751559155,1,person,0.8110328316688538,"[73.63375854492188, 127.24665832519531, 219.72300720214844, 612.99853515625]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,250,10.427082751559155,41,wine glass,0.7721360921859741,"[220.3502655029297, 38.6885871887207, 394.64373779296875, 417.2144470214844]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,250,10.427082751559155,1,person,0.5015125870704651,"[111.91356658935547, 119.5349349975586, 299.77032470703125, 621.666015625]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,255,10.635624406590336,39,tennis racket,0.7153873443603516,"[96.14971160888672, 153.1630096435547, 230.895263671875, 603.6286010742188]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,255,10.635624406590336,1,person,0.5767685174942017,"[59.549476623535156, 162.67820739746094, 229.46426391601562, 640.0]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,255,10.635624406590336,1,person,0.5139234662055969,"[107.66588592529297, 38.47610092163086, 436.7804260253906, 629.8984375]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,260,10.84416606162152,1,person,0.6989337205886841,"[140.69183349609375, 64.62910461425781, 483.7516174316406, 640.0]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,260,10.84416606162152,1,person,0.5378220081329346,"[52.871315002441406, 154.4971160888672, 240.0850067138672, 624.846435546875]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,265,11.052707716652703,1,person,0.6865409016609192,"[32.03950119018555, 142.7974090576172, 246.9680633544922, 631.3323364257812]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,265,11.052707716652703,38,surfboard,0.6446131467819214,"[244.92906188964844, 34.0992546081543, 424.2931823730469, 412.418701171875]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,270,11.261249371683887,38,surfboard,0.7768228650093079,"[0.0, 473.3291015625, 70.44564056396484, 630.5569458007812]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,270,11.261249371683887,38,surfboard,0.7399426698684692,"[238.092041015625, 30.89521598815918, 422.5259704589844, 412.9494323730469]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,275,11.46979102671507,1,person,0.6583896279335022,"[68.0626220703125, 55.11601638793945, 482.39532470703125, 639.701171875]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,275,11.46979102671507,38,surfboard,0.615605354309082,"[173.57855224609375, 22.48486328125, 421.7231140136719, 418.1669921875]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,280,11.678332681746253,1,person,0.9023650884628296,"[147.2747039794922, 95.9116439819336, 492.9430847167969, 629.05078125]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,285,11.886874336777435,1,person,0.9092651009559631,"[154.77279663085938, 58.6998291015625, 496.808349609375, 638.5076293945312]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,285,11.886874336777435,1,person,0.8421921133995056,"[155.8052978515625, 165.19155883789062, 361.5256652832031, 618.6708984375]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,290,12.095415991808618,1,person,0.8013249039649963,"[110.76118469238281, 43.260498046875, 438.4342346191406, 628.5624389648438]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,290,12.095415991808618,77,scissors,0.6390317678451538,"[250.423095703125, 222.24609375, 302.3561706542969, 275.3786315917969]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,290,12.095415991808618,1,person,0.5145815014839172,"[311.7231140136719, 310.3188171386719, 579.572998046875, 628.6880493164062]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,295,12.303957646839802,1,person,0.9022588133811951,"[48.990234375, 46.3126220703125, 416.13623046875, 622.6384887695312]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,300,12.512499301870985,1,person,0.9273219108581543,"[70.28181457519531, 187.5237579345703, 277.7020263671875, 634.5880126953125]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,300,12.512499301870985,1,person,0.8081703782081604,"[71.16336822509766, 82.49663543701172, 409.8465270996094, 625.0366821289062]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,300,12.512499301870985,37,skateboard,0.7621254920959473,"[288.62408447265625, 121.865234375, 338.3046569824219, 163.5158233642578]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,300,12.512499301870985,38,surfboard,0.7282065749168396,"[204.69815063476562, 6.181530952453613, 395.3757019042969, 412.8984375]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,300,12.512499301870985,1,person,0.5556851029396057,"[148.69424438476562, 154.8034210205078, 561.3457641601562, 621.8200073242188]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,305,12.721040956902169,37,skateboard,0.8925439119338989,"[295.6179504394531, 120.87889862060547, 343.58782958984375, 165.6747283935547]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,305,12.721040956902169,1,person,0.856576144695282,"[34.39577865600586, 191.5522003173828, 256.2055358886719, 630.8897094726562]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,305,12.721040956902169,1,person,0.5949611067771912,"[250.069580078125, 157.07383728027344, 590.765869140625, 619.8883666992188]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,310,12.929582611933352,37,skateboard,0.9630899429321289,"[289.5467529296875, 117.51324462890625, 341.8901062011719, 162.2234344482422]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,310,12.929582611933352,1,person,0.811201274394989,"[54.71531295776367, 217.69920349121094, 240.6844482421875, 629.2265014648438]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,310,12.929582611933352,1,person,0.6238570213317871,"[178.53900146484375, 21.798999786376953, 535.2374877929688, 633.7736206054688]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,315,13.138124266964534,1,person,0.9267151355743408,"[26.761266708374023, 179.33750915527344, 225.2061004638672, 633.9003295898438]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,315,13.138124266964534,37,skateboard,0.8875222206115723,"[313.0945739746094, 122.89312744140625, 352.8144226074219, 168.76268005371094]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,315,13.138124266964534,38,surfboard,0.708337128162384,"[209.5022430419922, 0.0, 387.60919189453125, 402.9938659667969]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,315,13.138124266964534,1,person,0.6209704875946045,"[85.0316162109375, 82.4869613647461, 568.2169799804688, 634.9242553710938]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,320,13.346665921995717,1,person,0.7214531898498535,"[29.05872917175293, 140.50405883789062, 229.5329132080078, 632.710205078125]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,320,13.346665921995717,38,surfboard,0.677655041217804,"[213.3524627685547, 15.514819145202637, 385.3563232421875, 402.5652770996094]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,325,13.5552075770269,1,person,0.8842569589614868,"[30.558263778686523, 171.1743621826172, 200.74644470214844, 618.4403686523438]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,325,13.5552075770269,38,surfboard,0.6317890882492065,"[211.057861328125, 10.836511611938477, 381.07470703125, 402.23321533203125]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,335,13.972290887089267,1,person,0.6338843703269958,"[12.361749649047852, 185.00137329101562, 213.84414672851562, 595.7753295898438]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,340,14.18083254212045,1,person,0.6345299482345581,"[13.723467826843262, 167.7017364501953, 211.98941040039062, 608.5022583007812]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,340,14.18083254212045,1,person,0.5261065363883972,"[164.00357055664062, 22.2777099609375, 576.3374633789062, 633.4752197265625]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,345,14.389374197151632,1,person,0.8637412786483765,"[19.872467041015625, 119.8023452758789, 214.8163604736328, 630.2402954101562]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,345,14.389374197151632,38,surfboard,0.7117697596549988,"[200.35659790039062, 21.845703125, 385.645751953125, 392.64044189453125]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,345,14.389374197151632,1,person,0.6445393562316895,"[96.4703369140625, 74.86653137207031, 558.4635620117188, 638.2990112304688]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,345,14.389374197151632,1,person,0.5569803714752197,"[85.04839324951172, 151.4246063232422, 307.2796936035156, 625.9315795898438]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,350,14.597915852182815,1,person,0.8421846628189087,"[20.004425048828125, 120.8623275756836, 211.1771240234375, 630.52978515625]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,350,14.597915852182815,38,surfboard,0.6093522906303406,"[202.7563934326172, 0.0, 385.1385192871094, 392.7666015625]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,355,14.806457507213999,1,person,0.8780180215835571,"[34.75957107543945, 153.1283721923828, 183.23460388183594, 625.0011596679688]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,355,14.806457507213999,1,person,0.7383253574371338,"[106.7311782836914, 24.734350204467773, 588.8285522460938, 634.7250366210938]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,355,14.806457507213999,38,surfboard,0.734244167804718,"[200.69873046875, 1.055822730064392, 394.3880920410156, 388.6195373535156]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,360,15.014999162245182,1,person,0.9360666275024414,"[39.32770538330078, 165.1112518310547, 184.49290466308594, 610.3538208007812]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,360,15.014999162245182,1,person,0.7657222151756287,"[70.84856414794922, 56.53227615356445, 567.6781616210938, 633.3759765625]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,360,15.014999162245182,1,person,0.7320717573165894,"[92.7967758178711, 156.11624145507812, 281.8992919921875, 627.55029296875]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,360,15.014999162245182,38,surfboard,0.712917685508728,"[196.22251892089844, 1.429931640625, 389.2840270996094, 382.2566833496094]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,365,15.223540817276366,38,surfboard,0.6419177651405334,"[207.99169921875, 10.71408748626709, 393.9245300292969, 387.1999816894531]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,365,15.223540817276366,1,person,0.575148344039917,"[18.40302085876465, 189.25634765625, 188.0157012939453, 635.8820190429688]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,365,15.223540817276366,1,person,0.5307771563529968,"[167.45936584472656, 16.7781982421875, 563.4681396484375, 639.2714233398438]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,370,15.432082472307549,38,surfboard,0.7447453141212463,"[211.6697540283203, 18.513111114501953, 390.5552673339844, 391.77508544921875]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,370,15.432082472307549,1,person,0.6356210112571716,"[16.840564727783203, 192.30078125, 177.97889709472656, 629.92919921875]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,375,15.64062412733873,1,person,0.9108485579490662,"[5.791998386383057, 175.8395538330078, 181.9970245361328, 629.5913696289062]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,375,15.64062412733873,38,surfboard,0.5725003480911255,"[210.5501708984375, 17.10601806640625, 389.6104736328125, 391.63531494140625]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,375,15.64062412733873,1,person,0.5504475831985474,"[105.159912109375, 29.991455078125, 442.31134033203125, 640.0]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,375,15.64062412733873,1,person,0.5077359080314636,"[87.39507293701172, 166.45230102539062, 300.0014953613281, 627.0370483398438]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,380,15.849165782369914,1,person,0.8995286226272583,"[12.634546279907227, 158.43423461914062, 176.8193817138672, 634.287109375]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,380,15.849165782369914,38,surfboard,0.5980151295661926,"[207.65615844726562, 24.974817276000977, 389.1669006347656, 388.093505859375]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,380,15.849165782369914,1,person,0.5177174210548401,"[110.17464447021484, 80.9937744140625, 462.5321350097656, 617.9550170898438]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,385,16.0577074374011,1,person,0.898604691028595,"[27.151269912719727, 185.76280212402344, 169.0004119873047, 618.614990234375]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,385,16.0577074374011,38,surfboard,0.6624894738197327,"[212.74388122558594, 13.901537895202637, 395.8305358886719, 398.7896423339844]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,480,20.019998882993576,3,car,0.9831743836402893,"[144.90892028808594, 585.0140380859375, 184.99652099609375, 618.4346313476562]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,480,20.019998882993576,3,car,0.9766277074813843,"[537.4609985351562, 554.7468872070312, 593.3954467773438, 593.3576049804688]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,480,20.019998882993576,3,car,0.9700807332992554,"[387.4631042480469, 575.9064331054688, 442.80548095703125, 613.4824829101562]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,480,20.019998882993576,3,car,0.944441020488739,"[104.97100830078125, 614.1469116210938, 151.97276306152344, 639.8192749023438]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,480,20.019998882993576,3,car,0.9407520294189453,"[512.047607421875, 456.4041442871094, 555.1182250976562, 477.1129455566406]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,480,20.019998882993576,3,car,0.9379165172576904,"[576.3390502929688, 399.80352783203125, 607.779052734375, 416.0609436035156]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,480,20.019998882993576,3,car,0.9341098070144653,"[482.80230712890625, 430.1231994628906, 511.84039306640625, 445.356201171875]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,480,20.019998882993576,3,car,0.9189615249633789,"[265.9277038574219, 506.3675842285156, 302.7631530761719, 531.1237182617188]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,480,20.019998882993576,3,car,0.9110336303710938,"[535.1615600585938, 444.21142578125, 566.589599609375, 459.5938415527344]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,480,20.019998882993576,3,car,0.900572657585144,"[416.4044494628906, 561.3663940429688, 456.5804138183594, 590.0531616210938]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,480,20.019998882993576,3,car,0.8883298635482788,"[554.5090942382812, 420.04254150390625, 589.3016967773438, 439.25250244140625]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,480,20.019998882993576,3,car,0.8622514605522156,"[432.587890625, 548.4728393554688, 479.3573303222656, 571.9349365234375]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,480,20.019998882993576,3,car,0.8541914224624634,"[365.9820861816406, 608.9977416992188, 418.5357971191406, 638.1961669921875]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,480,20.019998882993576,3,car,0.8509930968284607,"[492.1742248535156, 474.47955322265625, 542.9301147460938, 506.9190979003906]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,480,20.019998882993576,3,car,0.8361203074455261,"[450.6769714355469, 532.0536499023438, 491.69512939453125, 559.0989379882812]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,480,20.019998882993576,3,car,0.8252314329147339,"[371.5724792480469, 594.548828125, 418.1273498535156, 619.5839233398438]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,480,20.019998882993576,3,car,0.8215282559394836,"[594.4411010742188, 382.097412109375, 619.701416015625, 398.1180114746094]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,480,20.019998882993576,3,car,0.8164582252502441,"[508.55670166015625, 466.416259765625, 545.9886474609375, 484.58941650390625]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,480,20.019998882993576,3,car,0.7382694482803345,"[447.6300964355469, 544.2992553710938, 483.6866149902344, 562.1342163085938]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,480,20.019998882993576,3,car,0.7275192141532898,"[610.7855834960938, 362.0750427246094, 638.431640625, 384.896240234375]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,480,20.019998882993576,3,car,0.716907262802124,"[446.3161315917969, 529.8826904296875, 487.85430908203125, 548.3263549804688]"
Why It is Usually Hotter In A City  Lets Talk  NPR.mp4,480,20.019998882993576,3,car,0.6984027624130249,"[340.134033203125, 554.2489013671875, 380.95782470703125, 576.8027954101562]"
